provincia_id,provincia,municipio,sede,tipo,direccion,telefono,email
14, Mendoza,LA PAZ (OE),,Oficina de empleo,"BELGRANO Y GALIGNIANA, PB(5590)",02626-421400,oelapaz@trabajo.gob.ar
14, Mendoza,LAS HERAS (OE),,Oficina de empleo,"SAN MIGUEL 1434, PB(5539)",0261-4309594/4301007,oelasheras@trabajo.gob.ar
14, Mendoza,LAVALLE (OE),,Oficina de empleo,"MORENO ESQUINA FLEMING, VILLA TULUMAYA LAVALLE MZA, PB(5533)",0261-4941958,oelavalle@trabajo.gob.ar
14, Mendoza,LUJAN DE CUYO (OE),,Oficina de empleo,"SAN MARTIN 250, PB(5507)",0261-4989945,oelujandecuyo@trabajo.gob.ar
14, Mendoza,MAIPU (OE),,Oficina de empleo,"CALLE LEMOS Nro 56, PB(5515)",0261-4976202,oemaipu@trabajo.gob.ar
14, Mendoza,MALARGUE (OE),,Oficina de empleo,"SATURNINO TORRES Y ADOLFO PUEBLA, PB(5613)",0260-4470996 / 0260-4574638,oemalargue@trabajo.gob.ar
14, Mendoza,MENDOZA CAPITAL (OE),,Oficina de empleo,"LAS HERAS Y BELGRANO, PB(5500)",0261-4232567,oemendoza@trabajo.gob.ar
14, Mendoza,RIVADAVIA (OE),,Oficina de empleo,"RUTA 62 S/N, ENTRE CALLE SARMIENTO Y BRANDSEN., PB(5577)",0263-4444549,oerivadaviamza@trabajo.gob.ar
14, Mendoza,SAN CARLOS (OE),,Oficina de empleo,"SIXTO VIDELA Y JULIO BALMACEDA, PB(5569)",02622-15411159,oesancarlosmza@trabajo.gob.ar
14, Mendoza,SAN MARTIN (OE),,Oficina de empleo,"ALTE BROWN 50, PB(5570)",0263-4451201,oesanmartinmza@trabajo.gob.ar
14, Mendoza,SAN RAFAEL (OE),,Oficina de empleo,"DAY 221, PB(5600)",0260-4449278,oesanrafael@trabajo.gob.ar
14, Mendoza,SANTA ROSA (OE),,Oficina de empleo,"SAN MARTIN S/, PB(5596)",0263-154527276,oesantarosamza@trabajo.gob.ar
14, Mendoza,TUNUYAN (OE),,Oficina de empleo,"ARGENTINA S/N, PB(5560)",02622 - 423640,oetunuyan@trabajo.gob.ar
14, Mendoza,TUPUNGATO (OE),,Oficina de empleo,"LAPRIDA 35, PB(5561)",02622-489585,oetupungato@trabajo.gob.ar
15, Misiones,25 DE MAYO (OE),,Oficina de empleo,"SAN MARTIN S/N, PB(6363)",03755-493222,oe25demayomis@trabajo.gob.ar
15, Misiones,APOSTOLES (OE),,Oficina de empleo,"MALVINAS ARGENTINAS 643 (PREDIO EXPO YERBA), PB(3350)",03758-422798,oeapostoles@trabajo.gob.ar
15, Misiones,ARISTOBULO DEL VALLE (OE),,Oficina de empleo,"AV. DE LAS AMERICAS 1349, PB(3364)",03755-15213888,oeadelvalle@trabajo.gob.ar
15, Misiones,CAMPO GRANDE (OE),,Oficina de empleo,"FRAY LUIS BELTRAN 177, PB(3362)",03755-499079,oecampogrande@trabajo.gob.ar
15, Misiones,CAMPO VIERA (OE),,Oficina de empleo,"AVENIDA DEL TE 94, PB(3362)",03755-497435,oecampoviera@trabajo.gob.ar
15, Misiones,COLONIA WANDA (OE),,Oficina de empleo,"AV. ALEM S/N, PB(3376)",03757-470295,oecoloniawanda@trabajo.gob.ar
15, Misiones,ELDORADO (OE),,Oficina de empleo,"DINAMARCA 75 KM 8,5, PB(3380)",03751-421600,oeeldorado@trabajo.gob.ar
15, Misiones,GARUPA (OE),,Oficina de empleo,"AV SAN MARTIN Y BELGRANO, PB(3304)",03764 300019,oegarupa@trabajo.gob.ar
15, Misiones,JARDIN AMERICA (OE),,Oficina de empleo,"LIBERTAD 24, PB(3328)",03743-460101,oejardinamerica@trabajo.gob.ar
15, Misiones,L. N. ALEM (OE),,Oficina de empleo,"SARMIENTO 251 , PB(3315)",03754-421661,oelnalem@trabajo.gob.ar
15, Misiones,MOJON GRANDE (UE),,Unidad de empleo,"AV. SAN MARTIN S/N, PB(3315)",03754 - 497025,uemojongrande@trabajo.gob.ar
15, Misiones,MONTECARLO (OE),,Oficina de empleo,"AV. EL LIBERTADOR 1274, PB(3384)",03751- 480835,oemontecarlo@trabajo.gob.ar
15, Misiones,OBERA (OE),,Oficina de empleo,"CHACO Y LARREA, PB(3360)",03755- 405191,oeobera@trabajo.gob.ar
15, Misiones,POSADAS (OE),,Oficina de empleo,"AV. ROQUE PEREZ 1651, PB(3300)",03764 434254,oeposadas@trabajo.gob.ar
15, Misiones,PUERTO IGUAZU (OE),,Oficina de empleo,"ANTARTIDA ARGENTINA Y VERA PEÑALOZA S/N, PB(3370)",03757-421515,oepuertoiguazu@trabajo.gob.ar
15, Misiones,PUERTO LIBERTAD (OE),,Oficina de empleo,"AVENIDA JUAN DOMINGO PERON Y CALLE ENTRE RIOS. (S/N), PB(3374)",03757-15574954,oeplibertad@trabajo.gob.ar
15, Misiones,SAN IGNACIO (OE),,Oficina de empleo,"SAN MARTIN 605, PB(3322)",03764 470130,oesanignacio@trabajo.gob.ar
15, Misiones,SAN JAVIER (OE),,Oficina de empleo,"SARMIENTO Y SAN MARTIN S/N, PB(3357)",03754-483124,oesanjavier@trabajo.gob.ar
15, Misiones,SAN JOSE (UE),,Unidad de empleo,"AV. 9 DE JULIO Y CENTENARIO, PB(3306)",03758 492069,uesanjosemis@trabajo.gob.ar
15, Misiones,SAN PEDRO (OE),,Oficina de empleo,"MARTIN MIGUEL DE GUEMES S/N, PB(3364)",NO POSEE,pendiente
15, Misiones,SAN VICENTE (OE),,Oficina de empleo,"ABEL SIÑUKA 68 EX CONGRESO, PB(3356)",03755-461605,oesanvicente@trabajo.gob.ar
15, Misiones,SANTA ANA (UE),,Unidad de empleo,"SAN MARTIN Y BELGRANO , PB(3316)",03764-497014,uesantaana@trabajo.gob.ar
15, Misiones,SANTO PIPO (OE),,Oficina de empleo,"AV. SAN MARTIN S/N, 1ro (3326)",0376 154640945,oesantopipo@trabajo.gob.ar
16, Neuquén,ALUMINE (UE),,Unidad de empleo,"CACIQUE SAIHUEQUE Y GREGLIOS ALVAREZ, PB(8345)",02942-496183,uealumine@trabajo.gob.ar
16, Neuquén,CENTENARIO (OE),,Oficina de empleo,"SAN MARTIN E INTENDENTE PONS , PB(8309)",0299 - 4891023 int. 144,oecentenario@trabajo.gob.ar
16, Neuquén,CHOS MALAL (OE),,Oficina de empleo,"BELGRANO Nro 501, PB(8353)",02948 - 422342,oechosmalal@trabajo.gob.ar
16, Neuquén,JUNIN DE LOS ANDES (UE),,Unidad de empleo,"GINES PONTES 450, PB(8371)",02972-15471675 - 2944-911525,uejuninandes@trabajo.gob.ar
16, Neuquén,LONCOPUE (UE),,Unidad de empleo,"AV. RIO AGRIO Y RIOS POSSE, PB(8349)",02942-666157,ueloncopue@trabajo.gob.ar
16, Neuquén,MARIANO MORENO (UE),,Unidad de empleo,"DOMINGO FAUSTINO SARMIENTO S/N, PB(8351)",02942-662440,uemarianomoreno@trabajo.gob.ar
16, Neuquén,NEUQUEN (OE),,Oficina de empleo,"FELIX SAN MARTIN 1430, PB(8300)",(0299) 4491200 int. 4334 y 4304,oeneuquen@trabajo.gob.ar
16, Neuquén,PIC�N LEUF� (UE),,Unidad de empleo,"ENTRE RIOS Y LOS AROMOS, PB(8313)",0299-4048684,uepicunleufu@trabajo.gob.ar
16, Neuquén,PLAZA HUINCUL (OE),,Oficina de empleo,"PEDRO ROTTER S/N, PB(8318)",0299-4962836,oeplazahuincul@trabajo.gob.ar
16, Neuquén,RINCON DE LOS SAUCES (OE),,Oficina de empleo,"CATAMARCA 535, PB(8319)",0299-4886495,pendiente
16, Neuquén,SAN MARTIN DE LOS ANDES (OE),,Oficina de empleo,"CAPITAN DRURY 785 , PB(8370)",02972-423151 /429274,oesmdelosandes@trabajo.gob.ar
16, Neuquén,SAN PATRICIO DEL CHAÑAR (UE),,Unidad de empleo,"CALLE VILLA PEHUINA S/N LOTE 11 MZA 10, PB(8305)",0299-4879454,uespdelchañar@trabajo.gob.ar
16, Neuquén,VILLA LA ANGOSTURA (UE),,Unidad de empleo,"C BELVEDERE 557, PB depto B (Once)(8407)",02944-488403,ueangostura@trabajo.gob.ar
16, Neuquén,ZAPALA (OE),,Oficina de empleo,"AVDA. ROCA 757, PB(8340)",02942-423493,oezapala@trabajo.gob.ar
17, Río Negro,ALLEN (OE),,Oficina de empleo,"SARMIENTO 23, PB(8328)",0298 4452501/4452502 Int. 244,oeallen@trabajo.gob.ar
17, Río Negro,CATRIEL (OE),,Oficina de empleo,"SAN MARTIN 59, PB(8307)",0299 4911333 / 0299 155560915,oecatriel@trabajo.gob.ar
17, Río Negro,CHOELE CHOEL (UE),,Unidad de empleo,"VILLEGAS 1207, PB(8360)",0299-4781445/62,pendiente
17, Río Negro,CIPOLLETTI (OE),,Oficina de empleo,"URQUIZA 530 , PB(8324)",02940-493132 /493007,oecipolletti@trabajo.gob.ar
17, Río Negro,COMALLO (UE),,Unidad de empleo,"SAN MARTIN S/N, PB(8416)",0294-4492813,pendiente
17, Río Negro,EL BOLSON (OE),,Oficina de empleo,"25 DE MAYO Y PADRE FELICIANO, PB(8430)",0294-0403326,oeelbolson@trabajo.gob.ar
17, Río Negro,GENERAL CONESA (UE),,Unidad de empleo,"LIBERTAD S'N, PB(8503)",0294-154613121,ueconesa@trabajo.gob.ar
17, Río Negro,GENERAL ROCA (OE),,Oficina de empleo,"AVENIDA SAN MARTIN 873, 1ro (8332)",02946-442615,oegeneralroca@trabajo.gob.ar
17, Río Negro,INGENIERO JACOBACCI (UE),,Unidad de empleo,"CONRADO VILLEGAS 26, PB(8418)",02920-699311,pendiente
17, Río Negro,LAMARQUE (UE),,Unidad de empleo,"RIVADAVIA 602, PB(8363)",02984- 436049,uelamarque@trabajo.gob.ar
17, Río Negro,LUIS BELTRAN (UE),,Unidad de empleo,"CASA DE TUCUMAN 481, PB(8361)",0294-6411798,pendiente
17, Río Negro,RIO COLORADO (OE),,Oficina de empleo,"MORENO 559, PB(8138)",02946-480181,oeriocolorado@trabajo.gob.ar
17, Río Negro,SAN ANTONIO OESTE (OE),,Oficina de empleo,"SAN MARTIN 483, PB(8520)",02931-432349,oesanantonio@trabajo.gob.ar
17, Río Negro,SAN CARLOS DE BARILOCHE (OE),,Oficina de empleo,"PERITO MORENO 1089, PB(8400)",02934-430406,oebariloche@trabajo.gob.ar
17, Río Negro,SIERRA COLORADA (UE),,Unidad de empleo,"TEOFANO ESTABLUM 827, PB(8534)",02944-15683595,pendiente
17, Río Negro,SIERRA GRANDE (UE),,Unidad de empleo,"CALLE 10 S7N, PB(8532)",02934-413498,pendiente
17, Río Negro,VIEDMA (OE),,Oficina de empleo,"ROCA 146, PB(8500)",02920-431400,oeviedma@trabajo.gob.ar
17, Río Negro,VILLA REGINA (OE),,Oficina de empleo,"VILLARINO 240, PB(8336)",02941-465735,oevillaregina@trabajo.gob.ar
18, Salta,CIUDAD DE SALTA (OE),,Oficina de empleo,"ESPAÑA 277 , PB(4400)",0387-4373263,oesalta@trabajo.gob.ar
18, Salta,CORONEL MOLDES (OE),,Oficina de empleo,"SAN MARTIN 369, PB(4421)",0387-4905327,oecmoldessalta@trabajo.gob.ar
18, Salta,EL QUEBRACHAL (UE),,Unidad de empleo,"AV. GENERAL MANUEL BELGRANO ESQUINA INTENDENTE RAMON TORNERO, PB(4452)",03877-491006,ueelquebrachal@trabajo.gob.ar
18, Salta,GENERAL GUEMES (OE),,Oficina de empleo,"9 DE JULIO ESQ. ISLA MALVINAS, 1ro (4430)",0387-4913337,oegeneralguemes@trabajo.gob.ar
18, Salta,JOAQUIN V. GONZALEZ (OE),,Oficina de empleo,"AV. GUEMES ESQ. RIVADAVIA, PB(4448)",03877-15432480,oejvgonzalez@trabajo.gob.ar
18, Salta,LAS LAJITAS (OE),,Oficina de empleo,"AVDA. MEXICO S/N, PB(4449)",03877-473428,oelaslajitas@trabajo.gob.ar
18, Salta,METAN (OE),,Oficina de empleo,"ALEM(O) Nro 55 , PB(4440)",03876-421576,oemetan@trabajo.gob.ar
18, Salta,PICHANAL (OE),,Oficina de empleo,"20 DE FEBRERO 465, PB(4534)",03878-493275,oepichanal@trabajo.gob.ar
18, Salta,ROSARIO DE LA FRONTERA (OE),,Oficina de empleo,"SARMIENTO Y FIGUEROA ALCORTA , PB(4190)",03876-483755,oerdelafrontera@trabajo.gob.ar
18, Salta,ROSARIO DE LERMA (OE),,Oficina de empleo,"9 DE JULIO 7, PB(4405)",0387-4931115,oerdelerma@trabajo.gob.ar
18, Salta,SAN CARLOS (UE),,Unidad de empleo,"GRAL. GÜEMES S/N. MEDIDOR: Nro302, PB(4427)",0387 155368397,uesancarlos@trabajo.gob.ar
18, Salta,SAN RAMON DE LA NUEVA ORAN (OE),,Oficina de empleo,"GÜEMES Y LAMADRID, PB(4530)",03878- 426052,oeoran@trabajo.gob.ar
18, Salta,TARTAGAL (OE),,Oficina de empleo,"BELGRANO 730, PB(4560)",03873-426590,oetartagal@trabajo.gob.ar
18, Salta,VAQUEROS (UE),,Unidad de empleo,"SAN MARTIN 1450, PB(4401)",0387 - 4901166,uevaqueros@trabajo.gob.ar
19, San Juan,25 DE MAYO (OE),,Oficina de empleo,"RAMON BARRERA Y 9 DE JULIO, PB(5443)",0264-4059472,oe25demayosj@trabajo.gob.ar
19, San Juan,9 DE JULIO (OE),,Oficina de empleo,"DIAGONAL SAN MARTIN Y DIAGONAL SARMIENTO, PB(5417)",0264 -4977022/78 Int. 118,oe9dejuliosj@trabajo.gob.ar
19, San Juan,ALBARDON (OE),,Oficina de empleo,"MITRE 1968, PB(5419)",0264-4911180,oealbardon@trabajo.gob.ar
19, San Juan,ANGACO (OE),,Oficina de empleo,"SAN MARTIN Y SEGOVIA, PB(5415)",0264-4972467,oeangaco@trabajo.gob.ar
19, San Juan,CALINGASTA (OE),,Oficina de empleo,"RAMON DIAZ S/N, PB(5403)",02648- 492005,oecalingasta@trabajo.gob.ar
19, San Juan,CAUCETE (OE),,Oficina de empleo,"GODOY CRUZ 630, PB(5442)",0264-154476334,oecaucete@trabajo.gob.ar
19, San Juan,CHIMAS OESTE (OE),,Oficina de empleo,"REMEDIOS ESCALADA DE SAN MARTIN 101, PB(5413)",0264-4313072 int. 140/147,oechimbasoeste@trabajo.gob.ar
19, San Juan,CHIMBAS (OE),,Oficina de empleo,"RUTA 40 Y RODRIGUEZ, PB(5413)",0264-4315449,oechimbas@trabajo.gob.ar
19, San Juan,CIUDAD DE SAN JUAN (OE),,Oficina de empleo,"RIVADAVIA 664 ESTE, PB(5400)",0264-4203877,oesanjuan@trabajo.gob.ar
19, San Juan,IGLESIA (OE),,Oficina de empleo,"BARRIO FEDERICO CANTONI CASA 20, PB(5465)",0264-7493200,oeiglesia@trabajo.gob.ar
19, San Juan,JACHAL (OE),,Oficina de empleo,"SAN MARTIN 662, PB(5460)",0264-7420003,oejachal@trabajo.gob.ar
19, San Juan,POCITO (OE),,Oficina de empleo,"ROBERTO VIDART 1073, PB(5427)",0264-4921818 In 126,oepocito@trabajo.gob.ar
19, San Juan,RAWSON (OE),,Oficina de empleo,"REPUBLICA DEL LIBANO 611 (OESTE), PB(5425)",0264-4283629,oerawsonsj@trabajo.gob.ar
19, San Juan,RIVADAVIA (OE),,Oficina de empleo,"AV. LIBERTADOR 5141 OESTE, PB(5400)",0264-4334415,oerivadaviasj@trabajo.gob.ar
19, San Juan,SAN MARTIN (OE),,Oficina de empleo,"MODULOS COMERCIALES BARRIO PIE DE PALO, PB(5439)",0264-4971139,oesanmartinsj@trabajo.gob.ar
19, San Juan,SANTA LUCIA (OE),,Oficina de empleo,"HIPOLITO YRIGOYEN 2171, PB(5411)",0264-4250618,oesantalucia@trabajo.gob.ar
19, San Juan,SARMIENTO (OE),,Oficina de empleo,"MARTINEZ LOPEZ 67- (NORTE) V MEDIA AGUA, PB(5435)",0264-4941003 interno 227,oesarmiento@trabajo.gob.ar
19, San Juan,ULLUM (OE),,Oficina de empleo,"VALENTIN RUIZ S/N, PB(5409)",0264-4943100 int 303,oeullum@trabajo.gob.ar
19, San Juan,VALLE FERTIL (OE),,Oficina de empleo,"GENERAL ACHA 1052, PB(5449)",02646 - 420192,oevallefertil@trabajo.gob.ar
19, San Juan,ZONDA (OE),,Oficina de empleo,"RUTA PROVINCIAL 12 KM 24, PB(5401)",0264-4945045,oezonda@trabajo.gob.ar
20, San Luis,SAN LUIS (OE),,Oficina de empleo,"BOLIVAR 670, PB(5700)",02652-4447954,oesanluis@trabajo.gob.ar
21, Santa Cruz,CALETA OLIVIA (OE),,Oficina de empleo,"EVA PERON Y PASAJE DURAZNILLO, PB(9011)",0297-4850996,oecaletaolivia@trabajo.gob.ar
21, Santa Cruz,PICO TRUNCADO (OE),,Oficina de empleo,"VIAMONTE Nro 863, PB(9015)",0297- 4990638,oepicotruncado@trabajo.gob.ar
21, Santa Cruz,PUERTO DESEADO (OE),,Oficina de empleo,"SAN MARTIN 1137, PB(9050)",0297-4871359 Int. 16,oepdeseado@trabajo.gob.ar
21, Santa Cruz,PUERTO SAN JULIAN (OE),,Oficina de empleo,"SAN MARTIN 446, PB(9310)",02962-452353 int 131,oesanjulian@trabajo.gob.ar
22, Santa Fe,ALEJANDRA (UE),,Unidad de empleo,"THOMAS MOORE 1556, PB(3051)",03471-461204/461316/461326/461592,uealejandra@trabajo.gob.ar
22, Santa Fe,ARMSTRONG (OE),,Oficina de empleo,"SAN MARTIN 1565, PB(2508)",03468-498039/ 498301,oearmstrong@trabajo.gob.ar
22, Santa Fe,AVELLANEDA (OE),,Oficina de empleo,"CALLE 21 2300, PB(3561)",03471-422008 int. 218,oeavellanedasantafe@trabajo.gob.ar
22, Santa Fe,CAFFERATA (UE),,Unidad de empleo,"SAN MARTIN 697, PB(2643)",0341-4910357,uecafferata@trabajo.gob.ar
22, Santa Fe,CALCHAQUI (OE),,Oficina de empleo,"MITRE 240, PB(3050)",0341-4943053,oecalchaqui@trabajo.gob.ar
22, Santa Fe,CAÑADA DE GOMEZ (OE),,Oficina de empleo,"SARMIENTO 153, PB(2500)",03465-490388/106,oecañadadegomez@trabajo.gob.ar
22, Santa Fe,CAÑADA ROSQUIN (OE),,Oficina de empleo,"RIVADAVIA 593, PB(2454)",03464-422211/12 int 122,oecrosquin@trabajo.gob.ar
22, Santa Fe,CAPITAN BERMUDEZ (OE),,Oficina de empleo,"ECUADOR 16, PB(2154)",03465-422551,oecbermudez@trabajo.gob.ar
22, Santa Fe,CARCARAÑA (OE),,Oficina de empleo,"AVDA BELGRANO Y ROTONDA CAMPAÑA CENTENARIO, PB(2138)",03414-918066,oecarcaraña@trabajo.gob.ar
22, Santa Fe,CARRERAS (UE),,Unidad de empleo,"GARIBALDI 721, PB(2729)",0341-4931164,uecarreras@trabajo.gob.ar
22, Santa Fe,CASILDA (OE),,Oficina de empleo,"BV. OVIDIO LAGOS E YRIGOYEN (TERMINAL DE OMNIBUS), PB(2170)",03402-490262,oecasilda@trabajo.gob.ar
22, Santa Fe,CERES (OE),,Oficina de empleo,"AV. VICENTE CASARES 98, PB(2340)",0341-4718526,oeceres@trabajo.gob.ar
22, Santa Fe,CORONDA (OE),,Oficina de empleo,"SAN GERONIMO Y RIVADAVIA, PB(2240)",03471-15627235,oecoronda@trabajo.gob.ar
22, Santa Fe,EL ARAZA (UE),,Unidad de empleo,"PBTO. ANTONIO PERGOLESI Nro 960 , PB(3563)",03471 451001 (127),ueelaraza@trabajo.gob.ar
22, Santa Fe,EL TREBOL (OE),,Oficina de empleo,"AV. LIBERTAD 78, PB(2535)",03400-490038/490148,oeeltrebol@trabajo.gob.ar
22, Santa Fe,ESPERANZA (OE),,Oficina de empleo,"AARON CASTELLANOS 1543 , PB(3080)",0341-4951200,oeesperanza@trabajo.gob.ar
22, Santa Fe,FIRMAT (OE),,Oficina de empleo,"SAN MARTIN Y CORRIENTES, PB(2630)",03476-422646,oefirmat@trabajo.gob.ar
22, Santa Fe,FORTIN OLMOS (UE),,Unidad de empleo,"JUAN DOMINGO PERON E HIPOLITO IRIGOYEN, PB(3553)",0341-4962151 interno 3,uefortinolmos@trabajo.gob.ar
22, Santa Fe,FRAY LUIS BELTRAN (OE),,Oficina de empleo,"SAN MARTIN 1175, PB(2156)",0341-4802332,oebeltran@trabajo.gob.ar
22, Santa Fe,FRONTERA (OE),,Oficina de empleo,"CALLE 70 NRO 45, PB(2438)",03382-428460,oefrontera@trabajo.gob.ar
22, Santa Fe,FUNES (OE),,Oficina de empleo,"TOMAS DE LA TORRE Y PELLEGRINI , PB(2132)",03476 - 436176,oefunes@trabajo.gob.ar
22, Santa Fe,GALVEZ (OE),,Oficina de empleo,"PRESIDENTE PERON 750, PB(2252)",03462-408704 - 408705,oegalvez@trabajo.gob.ar
22, Santa Fe,GENERAL LAGOS (UE),,Unidad de empleo,"SAN MARTIN 361, PB(2127)",03462-450201,ueglagos@trabajo.gob.ar
22, Santa Fe,GRANADERO BAIGORRIA (OE),,Oficina de empleo,"BUENOS AIRES 1178 , PB(2152)",03400-471876,oebaigorria@trabajo.gob.ar
22, Santa Fe,HELVECIA (OE),,Oficina de empleo,"DR. ROMANG, PB(3003)",0341-5186539,oehelvecia@trabajo.gob.ar
22, Santa Fe,LA GALLARETA (UE),,Unidad de empleo,"RIVADAVIA Y BELGRANO , PB(3057)",03405-492199 / 492107 / 492220,uelagallareta@trabajo.gob.ar
22, Santa Fe,LAGUNA PAIVA (OE),,Oficina de empleo,"SAN MARTIN 1173, PB(3020)",03482-481079. Interno 131,oelagunapaiva@trabajo.gob.ar
22, Santa Fe,LANTERI (UE),,Unidad de empleo,"SARMIENTO S/N , PB(3575)",03483-471097,uelanteri@trabajo.gob.ar
22, Santa Fe,LAS PAREJAS (OE),,Oficina de empleo,"CALLE 14 Nro 761, PB(2505)",03401-471612,oelasparejas@trabajo.gob.ar
22, Santa Fe,LAS ROSAS (OE),,Oficina de empleo,"SAN MARTIN 483, PB(2520)",03491- 423021,oelasrosas@trabajo.gob.ar
22, Santa Fe,LAS TOSCAS (OE),,Oficina de empleo,"CALLE 12 901, PB(3586)",0342-4910798,oelastoscas@trabajo.gob.ar
22, Santa Fe,MALABRIGO (OE),,Oficina de empleo,"SAN MARTIN ESQUINA FEDERICO SIGUEL, PB(3572)",03482-490100,oemalabrigo@trabajo.gob.ar
22, Santa Fe,PAVON (UE),,Unidad de empleo,"SANTA FE 206, PB(2918)",03401-421810,pendiente
22, Santa Fe,PEREZ (OE),,Oficina de empleo,"MEDRANO 1469, PB(2121)",03496-420009 Int. 135,oeperez@trabajo.gob.ar
22, Santa Fe,PUERTO GENERAL SAN MARTIN (OE),,Oficina de empleo,"CAYETANO NERBUTTI Y RIO PARANA, PB(2208)",03483-492132,oepgsanmartin@trabajo.gob.ar
22, Santa Fe,RAFAELA (OE),,Oficina de empleo,"LAVALLE 1021, PB(2300)",03564-423333,oerafaela@trabajo.gob.ar
22, Santa Fe,RECONQUISTA (OE),,Oficina de empleo,"PATRICIO DIEZ Nro 716, PB(3560)",03404 - 485005/ 03404 - 481130,oereconquista@trabajo.gob.ar
22, Santa Fe,RECREO (OE),,Oficina de empleo,"AVDA MITRE 1211, PB(3018)",03405-470181,oerecreosf@trabajo.gob.ar
22, Santa Fe,ROLDAN (OE),,Oficina de empleo,"RIOJA 642 , PB(2134)",03483-496095,oeroldan@trabajo.gob.ar
22, Santa Fe,ROMANG (OE),,Oficina de empleo,"SIMON DE IRIONDO 751, PB(3555)",0342-4941908,oeromang@trabajo.gob.ar
22, Santa Fe,ROSARIO (OE),,Oficina de empleo,"BUENOS AIRES 856, 4to (2000)",03482-474005,oerosario@trabajo.gob.ar
22, Santa Fe,RUFINO (OE),,Oficina de empleo,"SANTA FE 159, PB(6100)",03482-492279,oerufino@trabajo.gob.ar
22, Santa Fe,SAN GENARO (OE),,Oficina de empleo,"BELGRANO Y ENTRE RIOS, PB(2147)",03482-454021,oesangenaro@trabajo.gob.ar
22, Santa Fe,SAN GERONIMO NORTE (OE),,Oficina de empleo,"SAN MARTIN 560, PB(3011)",03492-435565 / 570037,oesangeronimon@trabajo.gob.ar
22, Santa Fe,SAN JOSE DEL RINCON (UE),,Unidad de empleo,"SAN MARTIN 1285, PB(3001)",03482-472018,uesanjosedelrincon@trabajo.gob.ar
22, Santa Fe,SAN JUSTO (OE),,Oficina de empleo,"AV. IRIONDO 2520, PB(3040)",0342-4960018,oesanjusto@trabajo.gob.ar
22, Santa Fe,SAN LORENZO (OE),,Oficina de empleo,"SARGENTO CABRAL 737, PB(2200)",03482-496300,oesanlorenzo@trabajo.gob.ar
22, Santa Fe,SANTA FE (OE),,Oficina de empleo,"LAS HERAS 2751, PB(3000)",030401-493888,oesantafe@trabajo.gob.ar
22, Santa Fe,SANTA ROSA DE CALCHINES (UE),,Unidad de empleo,"FRAY ANTONIO ROSSI S/N, PB(3001)",0342-4806810,uecomunacalchines@trabajo.gob.ar
22, Santa Fe,SANTO TOME (OE),,Oficina de empleo,"MACIAS 1933, PB(3016)",0342-4848050,oesantotomesf@trabajo.gob.ar
22, Santa Fe,SAUCE VIEJO (OE),,Oficina de empleo,"9 DE JULIO 2302, PB(3017)",0342-4571644,oesauceviejo@trabajo.gob.ar
22, Santa Fe,SUNCHALES (OE),,Oficina de empleo,"SAN JUAN 2149 AREA INDUSTRUIAL, PB(2322)",0342-4578418,oesunchales@trabajo.gob.ar
22, Santa Fe,VENADO TUERTO (OE),,Oficina de empleo,"CASTELLI Y ALVEAR, PB(2600)",0342-4908170,oevenadotuerto@trabajo.gob.ar
22, Santa Fe,VILLA CAÑAS (OE),,Oficina de empleo,"CALLE 53 456, PB(2607)",0342-4753372,oevillacañas@trabajo.gob.ar
22, Santa Fe,VILLA CONSTITUCION (OE),,Oficina de empleo,"SARMIENTO 808, PB(2919)",0342-4951084 / 4955068,oevconstitucion@trabajo.gob.ar
22, Santa Fe,VILLA GOBERNADOR GALVEZ (OE),,Oficina de empleo,"JUAN DOMINGO PERON 1549, PB(2124)",03493-425646,oevggalvez@trabajo.gob.ar
22, Santa Fe,VILLA GUILLERMINA (UE),,Unidad de empleo,"GOBERNADOR MENCHACA ESQUINA ROSARIO, PB(3589)",03482-475653,uevguillermina@trabajo.gob.ar
22, Santa Fe,VILLA OCAMPO (OE),,Oficina de empleo,"PADRE ANGEL TIBALDO 1578, PB(3580)",03482-466300 int (104),oevillaocampo@trabajo.gob.ar
23, Santiago Del Estero,AÑATUYA (OE),,Oficina de empleo,"25 DE MAYO 347, PB()",038444-42202,oeanatuya@trabajo.gob.ar
23, Santiago Del Estero,CLODOMIRA (UE),,Unidad de empleo,"MITRE S/N, PB(4338)",0385-4921505,ueclodomira@trabajo.gob.ar
23, Santiago Del Estero,FERNANDEZ (OE),,Oficina de empleo,"CALLE 9 DE JULIO 85, PB(4322)",0385-4911260,oefernandez@trabajo.gob.ar
23, Santiago Del Estero,FRIAS (OE),,Oficina de empleo,"RIVADAVIA Nro 142, 3ro (4230)",03854-423881,oefrias@trabajo.gob.ar
23, Santiago Del Estero,INGENIERO FORRES (OE),,Oficina de empleo,"FCO. DE AGUIRRE Y 8 DE SEPTIEMBRE, PB(4312)",0385-4902015,oeforres@trabajo.gob.ar
23, Santiago Del Estero,LA BANDA (OE),,Oficina de empleo,"ALEM 154, PB(4300)",03854-271500,oelabanda@trabajo.gob.ar
23, Santiago Del Estero,NUEVA ESPERANZA (UE),,Unidad de empleo,"AVENIDA FRANCISCO DE AGUIRRE 154, PB(4197)",03861-421087,nuevaesperanza@trabajo.gob.ar
23, Santiago Del Estero,SAN PEDRO (UE),,Unidad de empleo,"INDEPENDENCIA PROLONGACION S/N RUTA PROV. 28, PB(4200)",NO POSEE,pendiente
